TotalReward,TotalStep,AvgReward
148.0,80,1.85
76.0,53,1.4339622641509433
84.0,105,0.8
101.0,49,2.061224489795918
225.0,117,1.9230769230769231
77.5,54,1.4351851851851851
102.5,77,1.3311688311688312
83.0,31,2.6774193548387095
168.0,109,1.5412844036697249
49.5,88,0.5625
331.0,158,2.0949367088607596
67.0,89,0.7528089887640449
158.0,82,1.9268292682926829
35.5,24,1.4791666666666667
37.5,26,1.4423076923076923
153.0,108,1.4166666666666667
212.5,101,2.103960396039604
117.5,55,2.1363636363636362
173.0,94,1.8404255319148937
181.5,84,2.1607142857142856
202.0,87,2.32183908045977
209.0,103,2.029126213592233
215.0,122,1.7622950819672132
174.0,94,1.851063829787234
185.0,98,1.8877551020408163
171.5,116,1.478448275862069
232.5,119,1.953781512605042
228.5,122,1.8729508196721312
60.5,94,0.6436170212765957
191.0,110,1.7363636363636363
116.0,50,2.32
193.0,105,1.838095238095238
156.0,78,2.0
218.0,112,1.9464285714285714
72.5,44,1.6477272727272727
115.5,67,1.7238805970149254
104.0,109,0.9541284403669725
336.0,177,1.8983050847457628
177.5,110,1.6136363636363635
297.0,144,2.0625
93.0,51,1.8235294117647058
110.5,77,1.4350649350649352
315.0,167,1.8862275449101797
238.0,105,2.2666666666666666
412.0,185,2.227027027027027
230.0,127,1.811023622047244
305.5,159,1.921383647798742
39.0,31,1.2580645161290323
159.0,93,1.7096774193548387
60.5,38,1.5921052631578947
69.5,31,2.2419354838709675
88.5,42,2.107142857142857
144.5,64,2.2578125
45.5,26,1.75
129.5,70,1.85
115.5,69,1.673913043478261
29.5,48,0.6145833333333334
46.5,64,0.7265625
232.5,114,2.039473684210526
254.0,139,1.8273381294964028
311.5,162,1.9228395061728396
4.0,6,0.6666666666666666
68.5,47,1.4574468085106382
287.0,142,2.0211267605633805
285.0,147,1.9387755102040816
54.0,34,1.588235294117647
298.0,146,2.041095890410959
58.0,26,2.230769230769231
29.0,27,1.0740740740740742
67.0,49,1.3673469387755102
50.5,90,0.5611111111111111
163.0,115,1.4173913043478261
196.5,110,1.7863636363636364
98.5,67,1.4701492537313432
224.0,133,1.6842105263157894
114.5,112,1.0223214285714286
290.0,146,1.9863013698630136
46.0,47,0.9787234042553191
298.0,144,2.0694444444444446
77.0,62,1.2419354838709677
235.5,138,1.7065217391304348
96.0,46,2.0869565217391304
298.0,153,1.9477124183006536
62.0,97,0.6391752577319587
251.0,133,1.887218045112782
38.0,79,0.4810126582278481
242.5,114,2.1271929824561404
259.5,146,1.7773972602739727
301.5,162,1.8611111111111112
102.0,65,1.5692307692307692
157.5,106,1.4858490566037736
53.5,62,0.8629032258064516
128.5,77,1.6688311688311688
179.0,102,1.7549019607843137
320.5,164,1.954268292682927
82.5,48,1.71875
173.0,92,1.8804347826086956
134.5,69,1.9492753623188406
257.5,144,1.7881944444444444
313.5,150,2.09
303.5,146,2.078767123287671
320.0,170,1.8823529411764706
354.5,167,2.122754491017964
104.5,83,1.2590361445783131
303.5,139,2.183453237410072
123.5,76,1.625
319.0,143,2.230769230769231
47.5,26,1.8269230769230769
77.0,109,0.7064220183486238
170.5,89,1.9157303370786516
326.5,158,2.0664556962025316
95.5,74,1.2905405405405406
305.0,160,1.90625
76.5,88,0.8693181818181818
270.5,145,1.8655172413793104
129.0,67,1.9253731343283582
218.5,138,1.5833333333333333
111.0,60,1.85
269.0,140,1.9214285714285715
127.5,57,2.236842105263158
174.0,92,1.891304347826087
84.0,33,2.5454545454545454
261.0,126,2.0714285714285716
92.5,50,1.85
203.5,108,1.8842592592592593
121.5,63,1.9285714285714286
304.5,132,2.3068181818181817
219.5,115,1.9086956521739131
311.0,154,2.0194805194805197
112.0,69,1.6231884057971016
81.0,63,1.2857142857142858
94.5,63,1.5
206.0,138,1.4927536231884058
54.0,36,1.5
68.0,55,1.2363636363636363
49.5,61,0.8114754098360656
199.5,93,2.1451612903225805
212.5,108,1.9675925925925926
181.0,119,1.5210084033613445
114.0,66,1.7272727272727273
161.5,87,1.8563218390804597
207.5,125,1.66
358.0,176,2.034090909090909
157.5,88,1.7897727272727273
211.5,133,1.5902255639097744
167.5,83,2.0180722891566263
73.0,74,0.9864864864864865
136.5,73,1.86986301369863
304.0,140,2.1714285714285713
124.0,75,1.6533333333333333
242.0,104,2.326923076923077
133.0,77,1.7272727272727273
154.0,74,2.081081081081081
56.0,31,1.8064516129032258
72.0,54,1.3333333333333333
154.5,75,2.06
78.0,39,2.0
382.0,179,2.1340782122905027
34.0,66,0.5151515151515151
50.0,28,1.7857142857142858
74.5,86,0.8662790697674418
75.5,97,0.7783505154639175
248.5,119,2.088235294117647
172.0,110,1.5636363636363637
213.0,120,1.775
225.0,115,1.9565217391304348
357.0,165,2.1636363636363636
148.5,86,1.7267441860465116
162.0,81,2.0
135.0,70,1.9285714285714286
43.0,84,0.5119047619047619
153.5,118,1.3008474576271187
279.5,145,1.9275862068965517
117.0,99,1.1818181818181819
203.0,152,1.3355263157894737
189.0,104,1.8173076923076923
322.5,159,2.0283018867924527
107.5,62,1.7338709677419355
125.0,88,1.4204545454545454
69.0,39,1.7692307692307692
89.5,53,1.6886792452830188
94.0,44,2.1363636363636362
61.0,32,1.90625
92.0,58,1.5862068965517242
310.0,170,1.8235294117647058
68.0,55,1.2363636363636363
204.0,102,2.0
90.0,59,1.5254237288135593
88.5,51,1.7352941176470589
79.5,119,0.6680672268907563
301.5,153,1.9705882352941178
189.0,90,2.1
74.0,103,0.7184466019417476
298.5,136,2.1948529411764706
364.5,162,2.25
119.5,95,1.2578947368421052
170.5,89,1.9157303370786516
113.5,63,1.8015873015873016
279.5,118,2.3686440677966103
205.5,105,1.957142857142857
250.0,140,1.7857142857142858
35.5,42,0.8452380952380952
19.5,37,0.527027027027027
326.0,164,1.9878048780487805
117.0,70,1.6714285714285715
108.5,62,1.75
81.5,80,1.01875
67.0,44,1.5227272727272727
80.0,97,0.8247422680412371
201.0,103,1.9514563106796117
184.5,90,2.05
70.0,41,1.7073170731707317
65.0,49,1.3265306122448979
19.0,36,0.5277777777777778
284.5,137,2.076642335766423
56.0,38,1.4736842105263157
186.0,102,1.8235294117647058
81.5,44,1.8522727272727273
283.0,134,2.111940298507463
169.0,77,2.1948051948051948
329.0,172,1.9127906976744187
21.0,40,0.525
297.5,145,2.0517241379310347
191.0,85,2.2470588235294118
270.0,153,1.7647058823529411
111.5,52,2.144230769230769
42.0,82,0.5121951219512195
147.0,78,1.8846153846153846
104.5,56,1.8660714285714286
102.5,48,2.1354166666666665
46.5,55,0.8454545454545455
195.5,94,2.0797872340425534
49.5,27,1.8333333333333333
256.5,142,1.806338028169014
105.0,64,1.640625
44.0,25,1.76
253.5,136,1.8639705882352942
90.0,45,2.0
158.5,74,2.141891891891892
131.0,100,1.31
214.0,95,2.2526315789473683
333.0,171,1.9473684210526316
83.5,32,2.609375
226.0,92,2.4565217391304346
57.0,24,2.375
239.5,119,2.0126050420168067
73.5,39,1.8846153846153846
114.5,92,1.2445652173913044
119.5,77,1.551948051948052
301.0,150,2.006666666666667
72.5,53,1.3679245283018868
321.0,138,2.3260869565217392
149.5,81,1.845679012345679
205.0,113,1.8141592920353982
94.5,36,2.625
72.0,52,1.3846153846153846
103.0,69,1.4927536231884058
359.5,168,2.1398809523809526
70.0,59,1.1864406779661016
350.5,168,2.0863095238095237
90.5,109,0.8302752293577982
190.5,116,1.6422413793103448
312.0,147,2.122448979591837
250.5,139,1.8021582733812949
68.0,33,2.0606060606060606
198.5,82,2.4207317073170733
155.5,95,1.6368421052631579
66.0,96,0.6875
215.0,115,1.8695652173913044
323.0,151,2.1390728476821192
86.0,91,0.945054945054945
155.0,94,1.648936170212766
47.5,50,0.95
170.0,77,2.207792207792208
155.0,94,1.648936170212766
239.5,135,1.7740740740740741
126.0,61,2.0655737704918034
169.0,111,1.5225225225225225
189.5,107,1.7710280373831775
357.0,174,2.0517241379310347
20.5,14,1.4642857142857142
210.5,106,1.9858490566037736
39.0,60,0.65
62.0,95,0.6526315789473685
90.0,45,2.0
164.0,83,1.9759036144578312
203.0,109,1.8623853211009174
344.0,157,2.1910828025477707
239.5,110,2.1772727272727272
317.0,148,2.141891891891892
40.5,25,1.62
68.5,47,1.4574468085106382
327.0,159,2.056603773584906
198.0,117,1.6923076923076923
134.0,86,1.558139534883721
352.0,178,1.9775280898876404
133.0,104,1.2788461538461537
289.0,144,2.0069444444444446
50.0,55,0.9090909090909091
191.0,112,1.7053571428571428
203.5,124,1.6411290322580645
294.5,155,1.9
312.5,157,1.9904458598726114
365.5,173,2.11271676300578
142.5,69,2.0652173913043477
122.0,91,1.3406593406593406
300.5,158,1.9018987341772151
297.5,154,1.9318181818181819
61.5,60,1.025
169.5,94,1.803191489361702
97.0,50,1.94
55.5,57,0.9736842105263158
192.0,96,2.0
235.5,111,2.1216216216216215
105.0,82,1.2804878048780488
188.5,103,1.8300970873786409
92.5,82,1.1280487804878048
86.5,101,0.8564356435643564
164.5,75,2.1933333333333334
397.0,173,2.2947976878612715
279.0,135,2.066666666666667
205.5,132,1.5568181818181819
292.5,135,2.1666666666666665
351.0,180,1.95
48.0,31,1.5483870967741935
188.5,116,1.625
133.0,77,1.7272727272727273
298.0,155,1.9225806451612903
283.5,135,2.1
425.0,184,2.3097826086956523
124.5,67,1.8582089552238805
65.0,54,1.2037037037037037
153.0,88,1.7386363636363635
70.0,39,1.794871794871795
405.5,181,2.2403314917127073
188.0,124,1.5161290322580645
285.5,128,2.23046875
345.0,184,1.875
66.5,50,1.33
154.0,74,2.081081081081081
69.0,37,1.864864864864865
148.0,62,2.3870967741935485
157.0,71,2.211267605633803
155.5,95,1.6368421052631579
63.5,82,0.774390243902439
105.0,120,0.875
149.0,64,2.328125
307.5,136,2.261029411764706
138.0,60,2.3
146.0,85,1.7176470588235293
287.0,140,2.05
317.0,166,1.9096385542168675
34.5,22,1.5681818181818181
90.0,59,1.5254237288135593
228.0,130,1.7538461538461538
84.0,49,1.7142857142857142
85.0,51,1.6666666666666667
112.0,62,1.8064516129032258
91.5,57,1.605263157894737
172.5,89,1.9382022471910112
107.0,59,1.8135593220338984
201.0,94,2.1382978723404253
320.5,164,1.954268292682927
132.5,76,1.743421052631579
292.5,133,2.199248120300752
161.0,95,1.694736842105263
286.5,141,2.0319148936170213
187.0,86,2.1744186046511627
265.5,151,1.7582781456953642
108.0,45,2.4
277.5,132,2.102272727272727
85.5,99,0.8636363636363636
299.5,131,2.286259541984733
176.5,101,1.7475247524752475
181.5,100,1.815
241.0,122,1.9754098360655739
309.5,160,1.934375
181.0,74,2.445945945945946
213.5,110,1.940909090909091
235.0,110,2.1363636363636362
246.5,113,2.1814159292035398
251.0,124,2.024193548387097
380.5,172,2.2122093023255816
145.5,75,1.94
218.5,111,1.9684684684684686
255.0,141,1.8085106382978724
275.0,134,2.0522388059701493
19.5,19,1.0263157894736843
155.0,85,1.8235294117647058
184.0,80,2.3
132.0,75,1.76
153.0,108,1.4166666666666667
165.0,105,1.5714285714285714
332.0,160,2.075
397.5,190,2.0921052631578947
107.5,58,1.853448275862069
190.5,102,1.8676470588235294
255.0,139,1.8345323741007193
43.5,51,0.8529411764705882
93.5,79,1.1835443037974684
9.0,7,1.2857142857142858
80.5,58,1.3879310344827587
132.5,110,1.2045454545454546
212.5,119,1.7857142857142858
312.5,139,2.2482014388489207
311.5,155,2.009677419354839
41.0,55,0.7454545454545455
110.5,64,1.7265625
183.0,105,1.7428571428571429
186.0,129,1.441860465116279
137.5,77,1.7857142857142858
47.0,27,1.7407407407407407
82.0,74,1.1081081081081081
196.5,85,2.3117647058823527
200.5,113,1.7743362831858407
22.5,23,0.9782608695652174
284.0,145,1.9586206896551723
241.0,113,2.1327433628318584
276.0,138,2.0
250.5,121,2.0702479338842976
300.5,151,1.990066225165563
92.0,58,1.5862068965517242
146.5,75,1.9533333333333334
78.5,58,1.353448275862069
128.5,68,1.8897058823529411
166.5,90,1.85
300.5,140,2.1464285714285714
298.0,153,1.9477124183006536
246.5,142,1.7359154929577465
58.0,31,1.8709677419354838
107.0,113,0.9469026548672567
137.0,83,1.6506024096385543
169.5,87,1.9482758620689655
101.5,66,1.5378787878787878
216.5,82,2.6402439024390243
190.5,102,1.8676470588235294
234.5,118,1.9872881355932204
327.5,151,2.1688741721854305
290.0,164,1.7682926829268293
309.0,141,2.1914893617021276
352.0,164,2.1463414634146343
