TotalReward,TotalStep,AvgReward
77.0,55,1.4
136.5,66,2.0681818181818183
37.5,73,0.5136986301369864
98.5,60,1.6416666666666666
172.5,75,2.3
90.5,46,1.9673913043478262
302.0,145,2.0827586206896553
151.0,104,1.4519230769230769
366.5,166,2.2078313253012047
124.0,77,1.6103896103896105
186.5,103,1.8106796116504855
133.0,73,1.821917808219178
136.0,124,1.096774193548387
164.0,85,1.9294117647058824
437.0,181,2.414364640883978
166.0,80,2.075
359.0,151,2.377483443708609
322.5,130,2.480769230769231
360.0,160,2.25
95.5,38,2.513157894736842
123.5,76,1.625
28.0,20,1.4
61.5,42,1.4642857142857142
327.5,151,2.1688741721854305
360.0,162,2.2222222222222223
74.5,57,1.3070175438596492
330.5,173,1.9104046242774566
66.5,59,1.1271186440677967
107.0,106,1.009433962264151
246.0,132,1.8636363636363635
361.5,156,2.3173076923076925
103.0,105,0.9809523809523809
290.0,144,2.013888888888889
152.5,87,1.7528735632183907
150.5,76,1.980263157894737
223.0,93,2.3978494623655915
467.5,195,2.3974358974358974
144.0,72,2.0
188.0,79,2.3797468354430378
252.0,124,2.032258064516129
281.5,131,2.148854961832061
88.0,41,2.1463414634146343
276.0,120,2.3
374.0,163,2.294478527607362
427.5,180,2.375
76.0,42,1.8095238095238095
239.0,116,2.060344827586207
78.5,40,1.9625
216.5,98,2.2091836734693877
260.5,112,2.325892857142857
345.0,150,2.3
102.5,104,0.9855769230769231
279.0,122,2.2868852459016393
188.0,104,1.8076923076923077
258.5,121,2.1363636363636362
98.5,89,1.1067415730337078
300.5,142,2.1161971830985915
76.0,35,2.1714285714285713
321.0,154,2.0844155844155843
62.0,25,2.48
86.0,49,1.7551020408163265
187.0,86,2.1744186046511627
93.0,96,0.96875
364.0,161,2.260869565217391
355.0,161,2.2049689440993787
127.0,63,2.015873015873016
362.5,176,2.059659090909091
247.5,108,2.2916666666666665
340.5,141,2.4148936170212765
285.0,136,2.0955882352941178
270.5,154,1.7564935064935066
150.0,82,1.829268292682927
299.0,137,2.1824817518248176
92.5,48,1.9270833333333333
144.0,81,1.7777777777777777
40.0,35,1.1428571428571428
94.0,60,1.5666666666666667
44.5,24,1.8541666666666667
266.0,143,1.8601398601398602
108.5,74,1.4662162162162162
365.0,163,2.2392638036809815
100.0,47,2.127659574468085
46.0,83,0.5542168674698795
419.5,189,2.2195767195767195
176.0,89,1.9775280898876404
186.5,85,2.1941176470588237
204.0,111,1.837837837837838
201.5,106,1.900943396226415
318.0,141,2.25531914893617
190.0,117,1.623931623931624
328.5,162,2.0277777777777777
325.0,146,2.2260273972602738
318.0,132,2.409090909090909
355.0,166,2.13855421686747
113.0,123,0.9186991869918699
251.0,142,1.767605633802817
73.0,36,2.0277777777777777
59.5,38,1.5657894736842106
206.5,98,2.107142857142857
204.5,112,1.8258928571428572
57.5,30,1.9166666666666667
138.5,61,2.2704918032786887
364.5,171,2.1315789473684212
242.0,122,1.9836065573770492
148.0,98,1.510204081632653
65.5,104,0.6298076923076923
179.0,79,2.2658227848101267
217.5,118,1.8432203389830508
59.0,28,2.107142857142857
98.5,44,2.2386363636363638
280.0,149,1.8791946308724832
206.5,80,2.58125
223.5,123,1.8170731707317074
221.0,121,1.8264462809917354
352.0,162,2.1728395061728394
335.0,157,2.1337579617834397
101.5,50,2.03
113.0,62,1.8225806451612903
314.0,149,2.1073825503355703
359.5,159,2.261006289308176
122.5,56,2.1875
174.0,78,2.230769230769231
243.5,118,2.0635593220338984
318.5,149,2.1375838926174495
103.5,90,1.15
319.0,132,2.4166666666666665
307.0,135,2.274074074074074
375.5,166,2.2620481927710845
187.0,86,2.1744186046511627
235.5,107,2.2009345794392523
189.5,82,2.3109756097560976
219.0,105,2.085714285714286
51.5,27,1.9074074074074074
72.0,36,2.0
218.0,103,2.116504854368932
400.0,179,2.2346368715083798
19.0,36,0.5277777777777778
292.0,150,1.9466666666666668
249.5,121,2.06198347107438
423.0,189,2.238095238095238
314.5,152,2.0690789473684212
348.0,154,2.25974025974026
251.0,140,1.792857142857143
247.0,132,1.871212121212121
79.0,113,0.6991150442477876
406.5,165,2.463636363636364
163.0,72,2.263888888888889
197.0,88,2.2386363636363638
216.0,108,2.0
296.5,134,2.212686567164179
96.5,49,1.969387755102041
108.0,63,1.7142857142857142
162.0,70,2.3142857142857145
375.0,181,2.0718232044198897
180.0,88,2.0454545454545454
358.5,175,2.0485714285714285
82.0,45,1.8222222222222222
85.5,45,1.9
335.0,157,2.1337579617834397
164.5,77,2.1363636363636362
164.5,113,1.4557522123893805
278.0,133,2.0902255639097747
187.0,86,2.1744186046511627
348.5,164,2.125
91.0,38,2.3947368421052633
247.0,123,2.008130081300813
108.0,45,2.4
122.5,65,1.8846153846153846
177.5,119,1.4915966386554622
338.5,144,2.3506944444444446
60.5,29,2.086206896551724
205.0,86,2.383720930232558
346.5,153,2.264705882352941
481.5,189,2.5476190476190474
6.0,8,0.75
262.0,128,2.046875
311.0,154,2.0194805194805197
407.0,184,2.2119565217391304
228.0,105,2.1714285714285713
350.0,160,2.1875
78.0,91,0.8571428571428571
242.5,123,1.9715447154471544
30.5,34,0.8970588235294118
299.5,140,2.1392857142857142
96.0,102,0.9411764705882353
207.0,108,1.9166666666666667
272.5,120,2.2708333333333335
372.5,160,2.328125
226.0,108,2.0925925925925926
278.5,134,2.078358208955224
48.5,61,0.7950819672131147
327.0,141,2.3191489361702127
148.5,99,1.5
252.5,125,2.02
151.5,76,1.993421052631579
37.5,12,3.125
319.5,153,2.088235294117647
108.5,55,1.9727272727272727
111.0,87,1.2758620689655173
355.5,153,2.323529411764706
110.5,59,1.8728813559322033
221.5,90,2.4611111111111112
81.5,37,2.2027027027027026
208.0,117,1.7777777777777777
102.5,52,1.9711538461538463
237.5,115,2.0652173913043477
149.5,63,2.373015873015873
41.0,87,0.47126436781609193
20.0,38,0.5263157894736842
352.0,169,2.0828402366863905
312.0,129,2.4186046511627906
265.0,134,1.9776119402985075
195.5,110,1.7772727272727273
265.0,123,2.154471544715447
61.5,24,2.5625
130.5,72,1.8125
201.5,93,2.1666666666666665
236.5,129,1.8333333333333333
81.5,44,1.8522727272727273
47.5,86,0.5523255813953488
159.0,82,1.9390243902439024
225.0,99,2.272727272727273
29.0,13,2.230769230769231
136.5,71,1.9225352112676057
323.5,143,2.262237762237762
313.0,158,1.981012658227848
92.5,41,2.2560975609756095
209.5,113,1.8539823008849559
28.0,18,1.5555555555555556
181.0,81,2.234567901234568
314.5,132,2.382575757575758
288.0,162,1.7777777777777777
150.5,74,2.0337837837837838
138.5,104,1.3317307692307692
248.0,127,1.952755905511811
229.0,125,1.832
17.0,7,2.4285714285714284
281.5,140,2.0107142857142857
215.0,115,1.8695652173913044
362.5,167,2.1706586826347305
212.0,91,2.32967032967033
256.5,117,2.1923076923076925
88.0,41,2.1463414634146343
315.0,135,2.3333333333333335
172.0,74,2.324324324324324
339.0,147,2.306122448979592
298.5,127,2.3503937007874014
360.5,163,2.2116564417177913
152.5,76,2.0065789473684212
203.0,82,2.475609756097561
79.0,82,0.9634146341463414
326.0,139,2.3453237410071943
205.5,87,2.3620689655172415
377.0,176,2.1420454545454546
158.5,74,2.141891891891892
292.0,159,1.8364779874213837
46.5,84,0.5535714285714286
203.5,83,2.4518072289156625
193.5,117,1.6538461538461537
343.5,147,2.336734693877551
125.5,62,2.024193548387097
410.0,172,2.383720930232558
244.0,110,2.2181818181818183
267.0,120,2.225
269.0,120,2.2416666666666667
288.5,143,2.0174825174825175
20.0,38,0.5263157894736842
51.5,85,0.6058823529411764
381.0,177,2.152542372881356
301.0,143,2.104895104895105
40.5,36,1.125
283.5,126,2.25
446.0,188,2.372340425531915
154.0,65,2.3692307692307693
292.5,126,2.3214285714285716
136.0,74,1.837837837837838
251.0,129,1.945736434108527
120.0,70,1.7142857142857142
82.5,111,0.7432432432432432
75.5,25,3.02
432.0,189,2.2857142857142856
75.0,40,1.875
268.0,131,2.045801526717557
66.5,88,0.7556818181818182
345.5,142,2.433098591549296
141.5,67,2.111940298507463
231.0,102,2.264705882352941
28.5,21,1.3571428571428572
201.5,88,2.289772727272727
158.5,83,1.9096385542168675
241.5,105,2.3
149.5,81,1.845679012345679
380.0,175,2.1714285714285713
280.5,147,1.9081632653061225
391.5,162,2.4166666666666665
108.0,52,2.076923076923077
156.5,70,2.2357142857142858
149.0,109,1.3669724770642202
377.0,160,2.35625
51.0,84,0.6071428571428571
286.0,156,1.8333333333333333
89.0,61,1.459016393442623
389.5,174,2.2385057471264367
317.5,140,2.267857142857143
315.5,145,2.1758620689655173
114.5,67,1.708955223880597
315.0,144,2.1875
272.0,128,2.125
277.0,147,1.8843537414965987
114.5,121,0.9462809917355371
380.0,166,2.289156626506024
60.0,37,1.6216216216216217
326.0,137,2.3795620437956204
180.0,81,2.2222222222222223
411.0,183,2.2459016393442623
44.0,32,1.375
115.0,50,2.3
290.5,140,2.075
57.5,25,2.3
146.0,76,1.9210526315789473
139.5,72,1.9375
216.5,91,2.379120879120879
192.5,86,2.238372093023256
412.5,184,2.2418478260869565
249.5,110,2.268181818181818
263.5,113,2.331858407079646
84.5,43,1.9651162790697674
139.0,69,2.0144927536231885
218.5,93,2.349462365591398
178.0,86,2.0697674418604652
371.5,158,2.3512658227848102
386.5,177,2.1836158192090394
67.0,89,0.7528089887640449
309.5,142,2.1795774647887325
332.0,156,2.128205128205128
356.0,161,2.2111801242236027
50.5,74,0.6824324324324325
276.0,127,2.173228346456693
190.0,97,1.958762886597938
295.0,129,2.2868217054263567
141.5,110,1.2863636363636364
380.0,175,2.1714285714285713
257.5,119,2.1638655462184873
327.0,168,1.9464285714285714
141.0,66,2.1363636363636362
243.0,124,1.9596774193548387
60.0,28,2.142857142857143
397.5,165,2.409090909090909
205.0,111,1.8468468468468469
315.5,143,2.2062937062937062
233.0,97,2.402061855670103
317.5,156,2.03525641025641
231.0,120,1.925
340.5,150,2.27
128.0,65,1.9692307692307693
297.5,136,2.1875
200.5,93,2.1559139784946235
228.0,114,2.0
18.0,16,1.125
122.0,80,1.525
363.0,157,2.3121019108280256
463.5,189,2.4523809523809526
211.0,96,2.1979166666666665
362.0,157,2.305732484076433
308.5,145,2.127586206896552
358.5,168,2.1339285714285716
111.5,43,2.5930232558139537
225.5,118,1.9110169491525424
100.5,48,2.09375
369.0,160,2.30625
178.0,77,2.311688311688312
171.5,73,2.3493150684931505
99.0,63,1.5714285714285714
59.0,26,2.269230769230769
339.0,156,2.173076923076923
107.0,52,2.0576923076923075
59.0,31,1.903225806451613
73.0,29,2.5172413793103448
298.5,136,2.1948529411764706
64.0,108,0.5925925925925926
169.0,75,2.2533333333333334
366.5,164,2.2347560975609757
196.5,92,2.135869565217391
264.0,132,2.0
38.5,57,0.6754385964912281
45.0,88,0.5113636363636364
68.0,64,1.0625
311.5,153,2.0359477124183005
20.5,14,1.4642857142857142
331.0,158,2.0949367088607596
291.0,121,2.4049586776859506
368.0,176,2.090909090909091
169.5,76,2.2302631578947367
210.5,97,2.170103092783505
90.0,45,2.0
291.0,146,1.9931506849315068
204.5,112,1.8258928571428572
308.5,129,2.391472868217054
137.5,82,1.6768292682926829
364.0,177,2.056497175141243
265.0,132,2.007575757575758
361.5,165,2.190909090909091
59.0,28,2.107142857142857
336.5,151,2.228476821192053
176.5,81,2.1790123456790123
350.5,152,2.3059210526315788
67.0,31,2.161290322580645
153.5,73,2.1027397260273974
397.5,174,2.2844827586206895
61.5,94,0.6542553191489362
210.5,97,2.170103092783505
206.5,107,1.9299065420560748
190.0,90,2.111111111111111
191.5,95,2.0157894736842104
99.0,108,0.9166666666666666
278.5,123,2.2642276422764227
40.0,44,0.9090909090909091
335.5,176,1.90625
194.5,81,2.4012345679012346
72.0,32,2.25
396.5,172,2.3052325581395348
238.0,105,2.2666666666666666
230.5,101,2.282178217821782
220.5,97,2.2731958762886597
348.0,165,2.109090909090909
470.5,194,2.4252577319587627
171.5,89,1.9269662921348314
216.0,99,2.1818181818181817
117.5,109,1.0779816513761469
181.0,110,1.6454545454545455
74.5,59,1.2627118644067796
138.5,106,1.3066037735849056
261.5,127,2.059055118110236
309.0,146,2.1164383561643834
48.5,41,1.1829268292682926
187.5,87,2.1551724137931036
168.0,82,2.048780487804878
221.5,101,2.1930693069306932
472.5,180,2.625
102.0,42,2.4285714285714284
144.0,117,1.2307692307692308
315.0,133,2.3684210526315788
264.0,123,2.1463414634146343
211.0,98,2.1530612244897958
284.5,128,2.22265625
212.0,98,2.163265306122449
374.0,172,2.1744186046511627
56.5,30,1.8833333333333333
360.0,162,2.2222222222222223
322.0,147,2.1904761904761907
351.5,159,2.210691823899371
270.5,109,2.481651376146789
402.0,174,2.310344827586207
238.5,115,2.0739130434782607
465.5,191,2.43717277486911
254.0,121,2.0991735537190084
274.5,135,2.033333333333333
379.5,163,2.3282208588957056
436.0,179,2.435754189944134
45.5,37,1.2297297297297298
167.5,74,2.2635135135135136
237.5,97,2.448453608247423
81.5,46,1.7717391304347827
145.5,89,1.6348314606741574
81.0,108,0.75
268.5,123,2.182926829268293
46.5,30,1.55
47.5,39,1.2179487179487178
112.5,63,1.7857142857142858
164.5,84,1.9583333333333333
179.0,77,2.324675324675325
166.0,76,2.1842105263157894
339.5,155,2.1903225806451614
102.0,112,0.9107142857142857
283.5,126,2.25
178.5,87,2.0517241379310347
429.5,175,2.454285714285714
220.5,117,1.8846153846153846
276.5,121,2.2851239669421486
350.5,161,2.1770186335403725
361.5,165,2.190909090909091
271.0,119,2.277310924369748
399.0,175,2.28
184.5,79,2.3354430379746836
369.0,160,2.30625
161.0,79,2.037974683544304
160.5,76,2.111842105263158
222.0,109,2.036697247706422
258.5,126,2.0515873015873014
165.0,114,1.4473684210526316
324.0,144,2.25
97.5,76,1.2828947368421053
318.0,146,2.1780821917808217
214.0,84,2.5476190476190474
307.5,156,1.9711538461538463
107.0,50,2.14
253.0,110,2.3
31.0,24,1.2916666666666667
147.0,85,1.7294117647058824
330.0,136,2.426470588235294
432.5,181,2.389502762430939
148.5,70,2.1214285714285714
285.0,156,1.8269230769230769
289.0,144,2.0069444444444446
348.5,164,2.125
165.5,77,2.1493506493506493
429.5,184,2.3342391304347827
38.5,50,0.77
116.0,70,1.6571428571428573
57.0,60,0.95
163.0,74,2.2027027027027026
171.0,72,2.375
118.5,118,1.0042372881355932
43.0,23,1.8695652173913044
60.0,28,2.142857142857143
331.0,140,2.3642857142857143
357.0,174,2.0517241379310347
52.0,23,2.260869565217391
53.0,79,0.6708860759493671
201.5,88,2.289772727272727
137.5,59,2.330508474576271
160.0,104,1.5384615384615385
85.0,60,1.4166666666666667
120.5,77,1.5649350649350648
191.5,84,2.2797619047619047
298.0,144,2.0694444444444446
82.5,109,0.7568807339449541
330.5,153,2.1601307189542482
187.0,86,2.1744186046511627
288.5,136,2.1213235294117645
190.5,93,2.0483870967741935
342.5,170,2.014705882352941
133.5,60,2.225
374.5,155,2.4161290322580644
207.5,91,2.28021978021978
378.5,161,2.3509316770186337
175.0,89,1.9662921348314606
423.5,172,2.4622093023255816
116.0,57,2.0350877192982457
141.5,76,1.861842105263158
170.5,71,2.4014084507042255
346.0,152,2.276315789473684
103.0,33,3.121212121212121
22.5,9,2.5
257.5,117,2.200854700854701
261.0,115,2.2695652173913046
218.5,158,1.3829113924050633
378.0,180,2.1
24.5,38,0.6447368421052632
147.0,114,1.2894736842105263
156.5,86,1.819767441860465
358.0,176,2.034090909090909
200.5,95,2.110526315789474
173.5,104,1.6682692307692308
167.0,73,2.287671232876712
397.5,161,2.468944099378882
219.5,111,1.9774774774774775
254.5,131,1.9427480916030535
174.5,77,2.2662337662337664
198.5,96,2.0677083333333335
96.5,56,1.7232142857142858
165.0,76,2.1710526315789473
125.0,68,1.838235294117647
300.5,142,2.1161971830985915
285.0,136,2.0955882352941178
460.5,190,2.4236842105263157
149.5,81,1.845679012345679
370.5,174,2.1293103448275863
166.5,79,2.107594936708861
354.0,159,2.2264150943396226
350.0,160,2.1875
429.5,184,2.3342391304347827
27.0,34,0.7941176470588235
115.5,60,1.925
134.0,70,1.9142857142857144
252.0,124,2.032258064516129
40.5,25,1.62
93.0,42,2.2142857142857144
312.5,146,2.1404109589041096
339.5,157,2.162420382165605
388.0,164,2.3658536585365852
359.0,160,2.24375
337.0,152,2.2171052631578947
440.0,187,2.3529411764705883
116.0,68,1.7058823529411764
313.0,140,2.2357142857142858
200.0,85,2.3529411764705883
351.5,163,2.1564417177914113
467.5,188,2.4867021276595747
214.0,86,2.488372093023256
216.0,126,1.7142857142857142
237.0,114,2.0789473684210527
236.5,131,1.8053435114503817
67.5,36,1.875
26.0,23,1.1304347826086956
360.5,168,2.1458333333333335
198.0,115,1.7217391304347827
306.5,150,2.0433333333333334
419.5,182,2.3049450549450547
57.0,24,2.375
231.0,111,2.081081081081081
96.0,48,2.0
164.5,86,1.9127906976744187
167.5,79,2.1202531645569622
206.5,98,2.107142857142857
211.0,78,2.7051282051282053
120.5,106,1.1367924528301887
254.0,110,2.309090909090909
267.5,117,2.286324786324786
282.0,123,2.292682926829268
380.0,164,2.317073170731707
67.5,27,2.5
189.5,91,2.0824175824175826
50.5,20,2.525
177.5,76,2.335526315789474
122.0,62,1.967741935483871
243.5,125,1.948
133.0,68,1.9558823529411764
232.0,127,1.8267716535433072
46.5,28,1.6607142857142858
116.5,78,1.4935897435897436
164.0,74,2.2162162162162162
257.0,109,2.3577981651376145
154.0,65,2.3692307692307693
225.5,100,2.255
154.5,75,2.06
323.0,142,2.2746478873239435
68.0,35,1.9428571428571428
234.5,100,2.345
159.0,75,2.12
237.0,114,2.0789473684210527
184.5,79,2.3354430379746836
308.0,128,2.40625
209.0,94,2.223404255319149
181.5,111,1.635135135135135
71.0,59,1.2033898305084745
80.5,53,1.5188679245283019
78.0,30,2.6
237.0,112,2.1160714285714284
188.5,89,2.1179775280898876
174.0,96,1.8125
187.5,78,2.4038461538461537
153.5,82,1.8719512195121952
102.0,78,1.3076923076923077
361.5,174,2.0775862068965516
110.5,50,2.21
133.5,112,1.1919642857142858
119.5,66,1.8106060606060606
133.0,59,2.2542372881355934
179.0,77,2.324675324675325
149.5,72,2.076388888888889
323.5,150,2.1566666666666667
370.5,165,2.2454545454545456
156.5,88,1.7784090909090908
329.5,146,2.256849315068493
147.5,97,1.5206185567010309
285.5,130,2.1961538461538463
246.5,124,1.9879032258064515
415.5,181,2.2955801104972378
206.0,104,1.9807692307692308
510.0,192,2.65625
92.0,65,1.4153846153846155
326.0,148,2.2027027027027026
285.0,129,2.2093023255813953
348.5,166,2.0993975903614457
104.5,45,2.3222222222222224
158.0,73,2.164383561643836
113.0,44,2.5681818181818183
143.5,62,2.314516129032258
310.0,143,2.167832167832168
422.5,177,2.3870056497175143
107.0,59,1.8135593220338984
140.0,109,1.2844036697247707
59.5,99,0.601010101010101
286.0,129,2.2170542635658914
63.0,52,1.2115384615384615
87.5,56,1.5625
474.5,191,2.4842931937172774
86.5,101,0.8564356435643564
317.0,146,2.171232876712329
315.5,145,2.1758620689655173
141.0,66,2.1363636363636362
107.5,62,1.7338709677419355
205.5,96,2.140625
39.0,31,1.2580645161290323
306.0,160,1.9125
290.0,121,2.396694214876033
407.0,173,2.352601156069364
218.5,93,2.349462365591398
401.0,163,2.460122699386503
127.0,63,2.015873015873016
280.0,137,2.0437956204379564
238.0,116,2.0517241379310347
423.5,170,2.4911764705882353
181.0,83,2.180722891566265
222.0,111,2.0
294.0,129,2.2790697674418605
290.0,164,1.7682926829268293
200.5,86,2.3313953488372094
224.0,113,1.9823008849557522
242.0,113,2.1415929203539825
362.0,162,2.234567901234568
153.0,88,1.7386363636363635
335.5,156,2.1506410256410255
243.0,124,1.9596774193548387
294.0,136,2.161764705882353
108.5,44,2.465909090909091
199.0,126,1.5793650793650793
40.5,79,0.5126582278481012
345.5,158,2.1867088607594938
165.0,69,2.391304347826087
199.5,93,2.1451612903225805
207.5,98,2.11734693877551
313.0,138,2.2681159420289854
58.5,27,2.1666666666666665
371.5,167,2.2245508982035926
158.0,73,2.164383561643836
335.0,146,2.2945205479452055
68.0,28,2.4285714285714284
59.0,28,2.107142857142857
120.0,101,1.188118811881188
449.0,192,2.3385416666666665
192.0,78,2.4615384615384617
322.0,147,2.1904761904761907
94.5,54,1.75
281.0,139,2.0215827338129495
196.5,87,2.2586206896551726
381.5,160,2.384375
239.5,101,2.371287128712871
361.0,160,2.25625
321.0,138,2.3260869565217392
358.0,163,2.196319018404908
200.0,94,2.127659574468085
335.5,165,2.033333333333333
152.0,68,2.235294117647059
252.5,118,2.139830508474576
63.0,27,2.3333333333333335
260.0,151,1.7218543046357615
251.5,121,2.0785123966942147
313.0,154,2.0324675324675323
279.5,136,2.0551470588235294
96.0,102,0.9411764705882353
267.0,127,2.1023622047244093
166.0,87,1.9080459770114941
325.5,161,2.0217391304347827
149.5,74,2.02027027027027
380.5,174,2.1867816091954024
291.5,131,2.2251908396946565
343.5,138,2.489130434782609
98.0,34,2.8823529411764706
338.5,162,2.0895061728395063
203.5,101,2.014851485148515
334.0,164,2.0365853658536586
155.5,59,2.635593220338983
392.0,172,2.2790697674418605
90.5,73,1.2397260273972603
376.5,168,2.2410714285714284
76.5,36,2.125
481.5,189,2.5476190476190474
385.5,159,2.4245283018867925
351.5,145,2.424137931034483
121.5,115,1.0565217391304347
322.0,158,2.037974683544304
199.0,92,2.1630434782608696
228.5,95,2.405263157894737
68.0,28,2.4285714285714284
220.5,106,2.080188679245283
115.5,69,1.673913043478261
189.0,79,2.392405063291139
75.0,33,2.272727272727273
423.5,181,2.339779005524862
141.0,75,1.88
200.0,85,2.3529411764705883
151.5,69,2.1956521739130435
391.0,186,2.1021505376344085
71.5,33,2.1666666666666665
74.0,31,2.3870967741935485
281.0,130,2.1615384615384614
375.5,166,2.2620481927710845
172.5,73,2.363013698630137
397.0,164,2.4207317073170733
154.5,66,2.340909090909091
162.5,91,1.7857142857142858
178.0,77,2.311688311688312
148.5,72,2.0625
124.5,58,2.146551724137931
407.5,176,2.315340909090909
149.5,74,2.02027027027027
177.0,87,2.0344827586206895
119.0,49,2.4285714285714284
399.0,186,2.1451612903225805
167.0,82,2.0365853658536586
477.5,190,2.513157894736842
274.0,146,1.8767123287671232
338.0,152,2.223684210526316
91.5,55,1.6636363636363636
147.0,78,1.8846153846153846
119.5,50,2.39
158.5,90,1.761111111111111
106.0,48,2.2083333333333335
101.0,103,0.9805825242718447
86.0,46,1.8695652173913044
361.0,151,2.390728476821192
287.0,149,1.9261744966442953
417.5,178,2.345505617977528
222.5,103,2.1601941747572817
328.0,150,2.1866666666666665
112.0,53,2.1132075471698113
347.5,162,2.1450617283950617
112.0,53,2.1132075471698113
303.0,138,2.1956521739130435
93.5,52,1.7980769230769231
240.0,102,2.3529411764705883
167.5,83,2.0180722891566263
411.5,184,2.2364130434782608
360.0,153,2.3529411764705883
398.0,173,2.300578034682081
120.5,59,2.042372881355932
273.0,119,2.2941176470588234
183.5,86,2.133720930232558
419.0,179,2.340782122905028
187.5,78,2.4038461538461537
291.0,123,2.3658536585365852
239.5,110,2.1772727272727272
409.0,186,2.1989247311827955
70.5,40,1.7625
165.5,61,2.7131147540983607
74.5,32,2.328125
87.5,40,2.1875
210.0,94,2.234042553191489
390.5,176,2.21875
116.0,52,2.230769230769231
312.0,147,2.122448979591837
318.0,150,2.12
389.0,173,2.2485549132947975
233.0,113,2.061946902654867
248.0,109,2.2752293577981653
282.0,130,2.169230769230769
391.5,192,2.0390625
224.5,107,2.0981308411214954
326.5,147,2.2210884353741496
44.5,17,2.6176470588235294
88.0,95,0.9263157894736842
131.5,65,2.023076923076923
443.5,194,2.286082474226804
104.5,90,1.1611111111111112
352.0,155,2.270967741935484
162.5,80,2.03125
372.0,166,2.2409638554216866
91.5,62,1.4758064516129032
463.0,179,2.5865921787709496
74.0,38,1.9473684210526316
179.0,79,2.2658227848101267
461.0,184,2.505434782608696
320.0,145,2.206896551724138
138.5,52,2.6634615384615383
293.0,150,1.9533333333333334
290.0,128,2.265625
444.5,178,2.497191011235955
213.5,94,2.271276595744681
169.5,94,1.803191489361702
282.5,124,2.278225806451613
340.0,176,1.9318181818181819
408.5,169,2.4171597633136095
327.0,159,2.056603773584906
148.0,71,2.084507042253521
394.5,177,2.2288135593220337
62.0,86,0.7209302325581395
260.5,125,2.084
178.0,75,2.3733333333333335
190.0,101,1.881188118811881
190.0,90,2.111111111111111
84.5,34,2.485294117647059
380.0,175,2.1714285714285713
119.0,74,1.6081081081081081
48.5,95,0.5105263157894737
253.0,110,2.3
277.0,147,1.8843537414965987
319.0,150,2.1266666666666665
132.5,65,2.0384615384615383
211.0,89,2.3707865168539324
99.5,37,2.689189189189189
371.0,164,2.2621951219512195
140.0,69,2.028985507246377
180.5,73,2.4726027397260273
253.5,102,2.485294117647059
254.0,112,2.267857142857143
157.5,68,2.3161764705882355
445.0,177,2.5141242937853105
236.5,102,2.3186274509803924
277.0,122,2.2704918032786887
195.0,93,2.096774193548387
418.5,185,2.2621621621621624
344.0,173,1.9884393063583814
397.0,164,2.4207317073170733
55.5,30,1.85
328.0,143,2.2937062937062938
374.5,153,2.447712418300654
383.0,163,2.3496932515337425
25.5,49,0.5204081632653061
290.0,121,2.396694214876033
137.0,58,2.3620689655172415
289.0,146,1.9794520547945205
315.5,150,2.1033333333333335
332.0,169,1.9644970414201184
218.5,95,2.3
374.5,155,2.4161290322580644
389.0,175,2.222857142857143
408.5,187,2.1844919786096257
369.5,163,2.266871165644172
400.5,180,2.225
103.0,62,1.6612903225806452
261.0,117,2.230769230769231
159.5,74,2.1554054054054053
451.5,174,2.5948275862068964
158.5,72,2.201388888888889
376.5,168,2.2410714285714284
193.5,81,2.388888888888889
333.0,160,2.08125
171.0,72,2.375
340.0,131,2.595419847328244
113.5,47,2.4148936170212765
114.0,111,1.027027027027027
336.5,149,2.2583892617449663
423.5,188,2.252659574468085
25.0,21,1.1904761904761905
100.0,54,1.8518518518518519
215.0,115,1.8695652173913044
309.0,133,2.3233082706766917
85.5,81,1.0555555555555556
200.5,86,2.3313953488372094
65.0,58,1.1206896551724137
120.5,68,1.7720588235294117
173.0,76,2.276315789473684
278.0,142,1.9577464788732395
244.5,109,2.243119266055046
334.0,153,2.183006535947712
169.5,76,2.2302631578947367
47.5,86,0.5523255813953488
221.0,100,2.21
264.0,121,2.1818181818181817
260.5,116,2.2456896551724137
299.0,128,2.3359375
141.5,83,1.7048192771084338
290.0,137,2.116788321167883
195.0,82,2.3780487804878048
165.5,70,2.3642857142857143
336.5,160,2.103125
396.5,172,2.3052325581395348
109.0,54,2.0185185185185186
173.0,74,2.3378378378378377
32.0,37,0.8648648648648649
280.5,127,2.2086614173228347
224.0,97,2.3092783505154637
144.5,64,2.2578125
390.0,168,2.3214285714285716
140.0,71,1.971830985915493
301.5,144,2.09375
68.0,64,1.0625
473.0,190,2.4894736842105263
128.5,66,1.946969696969697
276.5,128,2.16015625
98.0,79,1.240506329113924
215.0,113,1.9026548672566372
315.0,142,2.2183098591549295
405.0,178,2.2752808988764044
323.5,143,2.262237762237762
424.0,173,2.4508670520231215
82.5,30,2.75
89.0,61,1.459016393442623
149.5,65,2.3
387.0,171,2.263157894736842
143.0,97,1.4742268041237114
359.0,160,2.24375
55.0,56,0.9821428571428571
269.0,122,2.2049180327868854
166.0,114,1.456140350877193
437.0,186,2.349462365591398
177.5,74,2.3986486486486487
258.5,128,2.01953125
233.5,125,1.868
423.5,181,2.339779005524862
184.5,90,2.05
199.0,92,2.1630434782608696
83.5,39,2.141025641025641
382.5,162,2.361111111111111
141.5,67,2.111940298507463
208.5,84,2.482142857142857
201.0,87,2.310344827586207
329.5,155,2.1258064516129034
60.0,30,2.0
